Feature,Importance
zero_neu,0.0032883203583544255
Length,0.0010671486240353425
Width,0.006319382663506591
Height,0.009833509078857952
Radius_1,0.005775733576919298
ODI,0.01514301237171049
HOMO energy,0.22118597207534835
unsat,0.007307700538872432
double,0.05055091760110065
triple,0.0009470707966584196
ring_num,0.0003383631813596958
SpMax_A,0.004850926408731122
SpMAD_A,0.00893854085348839
VR1_A,0.001815305271793203
nSpiro,0.001991267971405535
nBridgehead,0.00036148449585910505
AATS7dv,0.011821948953165401
AATS8dv,0.0023324497898185533
AATS7d,0.004755584769229535
AATS8d,0.0015287126450498746
AATS0s,0.006485265627420412
AATS4s,0.00809447200952214
AATS5s,0.00288365781758612
AATS6s,0.008490827297102814
AATS7s,0.005497655267544064
AATS8s,0.003653502817854472
ATSC1dv,0.008060358910748312
ATSC2dv,0.006611527938848229
ATSC3dv,0.005127843720660747
ATSC4dv,0.008791290734340023
ATSC5dv,0.01436522817866388
ATSC6dv,0.008803898363534114
ATSC7dv,0.005450077004173138
ATSC8dv,0.002061034562185555
ATSC1d,0.005031340448989664
ATSC2d,0.0019228282713073216
ATSC3d,0.008062425898630415
ATSC4d,0.0019382090539972732
ATSC7d,0.0017779599088735075
ATSC0s,0.004080709319986542
ATSC1s,0.002827809150937673
ATSC2s,0.004619828247503239
ATSC3s,0.007580261429178659
ATSC4s,0.001583539263714534
ATSC5s,0.0067452225305397046
ATSC6s,0.009451616460623827
ATSC7s,0.004309991400433834
ATSC8s,0.00868696628361041
ATSC2Z,0.0014576926059433675
ATSC3Z,0.01111605708093433
ATSC4Z,0.0062799249083784975
ATSC5Z,0.01081139132384911
ATSC6Z,0.007995891902754076
ATSC7Z,0.006661414188572001
ATSC8Z,0.005442849613725328
AATSC1dv,0.0034620541564984167
AATSC2dv,0.012363700489157668
AATSC3dv,0.00582907984655146
AATSC4dv,0.00015095263956305048
AATSC5dv,0.009419694676465149
AATSC6dv,0.0057333312992922
AATSC7dv,0.0019890678572007446
AATSC8dv,0.0018971148739891216
AATSC0d,0.0038337629895336413
AATSC1d,0.0068202346572691685
AATSC5d,0.0036515978912005716
AATSC0s,0.007037427942664071
AATSC5s,0.0016569757844453203
AATSC6s,0.004146063617231064
AATSC7s,0.0014252338660435818
AATSC8s,0.00036074102067906066
AATSC0Z,0.002786769826946193
AATSC1Z,0.004114409099189693
AATSC2Z,0.005457287874561923
AATSC3Z,0.003111161136949562
AATSC4Z,0.008378680806158792
AATSC5Z,0.0017819165755200692
AATSC6Z,0.00222707270163188
AATSC7Z,0.0053767593565034215
AATSC8Z,0.0017026388317751835
MATS1c,0.008462848211439746
MATS2c,0.015381341393138603
MATS3c,0.002952860968106101
MATS4c,0.010655021043914465
MATS8c,0.0020984999994115823
MATS1dv,0.00870270182389482
MATS1d,0.004474601860755935
MATS2d,0.0041510134765250445
MATS3d,0.003613043205507849
MATS4d,0.008315578601764448
MATS6d,0.0012993684623192774
