Feature,Importance
zero_neu,0.0018351227855894982
Length,0.0034693589812065345
Width,0.0037978989421404903
Height,0.007211278285646169
Radius_1,0.002066642174283999
ODI,0.013830799289246833
HOMO energy,0.2554281728632204
unsat,0.004478754739883982
double,0.031145564547384572
triple,0.0010881523394773616
ring_num,0.0036681042524413787
SpMax_A,0.0034283179237032464
SpMAD_A,0.003434893779266511
VR1_A,0.0006109617388219521
nSpiro,0.0016682714815779924
nBridgehead,0.0001818212626389713
AATS7dv,0.012806640710221778
AATS8dv,0.00040088379877200973
AATS7d,0.0026361518956529873
AATS8d,0.0005521646493691188
AATS0s,0.005982021901122509
AATS4s,0.00773939163943515
AATS5s,0.001190325791365888
AATS6s,0.013051741540583455
AATS7s,0.00554780607915009
AATS8s,0.0011349851734282497
ATSC1dv,0.0067296302085020675
ATSC2dv,0.0044675076329941145
ATSC3dv,0.001040261335273033
ATSC4dv,0.011326156011330503
ATSC5dv,0.010224715298233324
ATSC6dv,0.003021812700407895
ATSC7dv,0.000730688754931102
ATSC8dv,0.000917898931687823
ATSC1d,0.0034279173424353352
ATSC2d,0.0015832588699249573
ATSC3d,0.0005076991352688994
ATSC4d,0.0012978332189045045
ATSC7d,0.005212881668696838
ATSC0s,0.0014724161709102255
ATSC1s,7.900529726497593e-05
ATSC2s,0.003205611123274756
ATSC3s,0.0003909853544373709
ATSC4s,0.001067711230736667
ATSC5s,0.004332856493598541
ATSC6s,0.005396209633485338
ATSC7s,0.0024157604622399567
ATSC8s,0.0002637971834348978
ATSC2Z,0.0021875899773039637
ATSC3Z,0.005991838969050588
ATSC4Z,0.008227999319815913
ATSC5Z,0.008447583610507245
ATSC6Z,0.011331208437973543
ATSC7Z,0.0009480838085743949
ATSC8Z,0.0004913994693470529
AATSC1dv,0.0025017331161434806
AATSC2dv,0.015252552345246622
AATSC3dv,0.004765427808813904
AATSC4dv,0.002568703290906241
AATSC5dv,0.009329392017450281
AATSC6dv,0.003401976636445139
AATSC7dv,0.0030085120197935866
AATSC8dv,0.0012751379373597957
AATSC0d,0.0028571939079974373
AATSC1d,0.004244005292807158
AATSC5d,0.005158937872589035
AATSC0s,0.005785882680691217
AATSC5s,0.00126937463376265
AATSC6s,0.00015282724148098776
AATSC7s,0.0004297087274091215
AATSC8s,0.0011679079516763841
AATSC0Z,0.003508395749833485
AATSC1Z,0.0034261302812709183
AATSC2Z,0.005689190677886738
AATSC3Z,0.004861293381037296
AATSC4Z,0.007850489044267439
AATSC5Z,0.004997917214345136
AATSC6Z,0.0005348031117392356
AATSC7Z,0.00240313160315167
AATSC8Z,0.002832382660289879
MATS1c,0.004851727765444215
MATS2c,0.015134050603894804
MATS3c,0.004101050631697615
MATS4c,0.006617011244200378
MATS8c,0.0004324029376616854
MATS1dv,0.005163439847149775
MATS1d,0.005758079543400882
MATS2d,0.0033665559827750504
MATS3d,0.0019437928086695564
MATS4d,0.010030190255179972
MATS6d,0.0010330027903921808
MATS7d,0.0015924289481193277
MATS8d,0.0021359828252500157
MATS1s,0.002511116221214986
MATS3s,0.0025858978089515054
MATS4s,0.003808865038318355
GATS1c,0.005765077307818301
GATS2c,0.002245763895246
GATS5c,0.009807183571930778
GATS6c,0.0026583213437929316
GATS7c,0.01038040081820036
GATS8c,0.005541463985930193
GATS2dv,0.005779000388168384
GATS3dv,0.009648370860274192
GATS4dv,0.015233416966678685
GATS5dv,0.0009908564941849835
GATS6dv,0.0015595201820591746
GATS8dv,0.003863595027012618
GATS1d,0.00643791433083419
GATS3d,0.004458394538446013
GATS4d,0.0024097448242402023
GATS1s,0.0074402793309584336
GATS2s,0.0016321570593511774
BCUTdv-1h,0.01018971071651085
BCUTdv-1l,0.0017880271941772452
BCUTd-1h,0.0032824506543418846
BCUTd-1l,0.00695633119324586
BCUTs-1h,0.0026503185219839587
BCUTs-1l,0.011535355573652215
BCUTZ-1l,0.0005479863122458347
BCUTm-1l,0.0004206295460367312
BalabanJ,0.003904445635849671
C1SP1,0.0043268385417986775
C1SP2,0.008076376021691475
C1SP3,0.007975659961401692
C2SP3,0.0025077781240660877
C3SP3,0.011940769636481462
C4SP3,0.0067209885152525
HybRatio,0.011984270587664957
Xch-4d,0.015097309239916031
Xch-5d,0.012009114504733352
Xch-6d,0.021147044316036822
Xch-7d,0.0019068561146827682
Xc-3d,0.0019365355168207451
Xc-5d,0.01759462827822079
Xpc-4dv,0.002643739854984874
NdsCH,0.03027230376457382
NddC,0.0011015004518340388
NdssC,0.027905559157161128
NaasC,0.0033621196630857146
NaaaC,0.0015133373367001396
SssssC,0.00513305513775293
MAXsCH3,0.010475968791012482
MAXssCH2,0.0044798096770259435
MINsCH3,0.006711016101388099
MINssCH2,0.0060528842754825635
ETA_shape_p,0.004815177165336179
ETA_shape_y,0.010504789827681492
AETA_eta,0.004547069957677232
ETA_eta_B,0.002458371425596088
IC1,0.007499457585026775
IC2,0.004103328705274816
IC3,0.005841416851850637
TIC1,0.004117337085244018
SIC1,0.005070095096801935
SIC2,0.00424764867148412
SIC3,0.0017811678073988441
MIC0,0.00320575595547191
MIC2,0.013086855134072189
