AtomicNum,Mass,TotalDegree,TotalValence,Hybridization,IsAromatic,IsInRing,FormalCharge,ImplicitValence,ExplicitValence
9.993428263680155e-06,5.586740990988246e-06,0.00012513839603183144,4.459197618926558e-06,8.289647387655131e-05,5.757497853055101e-05,0.0001262675224417994,5.734045355918558e-05,7.531338314301291e-05,1.1892356047052695e-05
