Feature,Importance
zero_neu,0.0009986439176426958
Length,0.002924286749214882
Width,0.0021816889664587427
Height,0.012192074515697291
Radius_1,0.004493170294642818
ODI,0.017074800379085733
HOMO energy,0.27811614181936706
unsat,0.006177134911654569
double,0.041250648868529576
triple,0.0009049702955974701
ring_num,0.003941413109621708
SpMax_A,0.003866517710885116
SpMAD_A,0.008371601785355117
VR1_A,0.0006398423898373044
nSpiro,0.001891044790405615
nBridgehead,0.0005720362498731254
AATS7dv,0.013070180750343722
AATS8dv,0.001178959198137492
AATS7d,0.007132289784469443
AATS8d,0.0062584847860648754
AATS0s,0.009699955446369252
AATS4s,0.007085715947173343
AATS5s,0.004427455918923822
AATS6s,0.017123955646462647
AATS7s,0.008783986834556041
AATS8s,0.0013742491981415606
ATSC1dv,0.006922576919546545
ATSC2dv,0.00791989696367875
ATSC3dv,0.005890719812796129
ATSC4dv,0.013567729016036145
ATSC5dv,0.01147456164845327
ATSC6dv,0.0038692301754601585
ATSC7dv,0.002031663708938165
ATSC8dv,0.005904652315002738
ATSC1d,0.005469361195175688
ATSC2d,0.003371985708721075
ATSC3d,0.0030886612545884154
ATSC4d,0.0011206081435210658
ATSC7d,0.0037904170136086857
ATSC0s,0.0040289475329610466
ATSC1s,0.0036395962122148513
ATSC2s,0.0007436825100436616
ATSC3s,0.0026870246025781346
ATSC4s,0.0039873424950495175
ATSC5s,0.001194470028340103
ATSC6s,0.00740174160071902
ATSC7s,0.004581442537091382
ATSC8s,0.0021652577365846833
ATSC2Z,0.0019160093041233717
ATSC3Z,0.004227175013914048
ATSC4Z,0.00752369473060684
ATSC5Z,0.009421140026566141
ATSC6Z,0.0098722115052563
ATSC7Z,0.0010482563657740415
ATSC8Z,0.0032847413901435467
AATSC1dv,0.005942242236801175
AATSC2dv,0.018906980870027793
AATSC3dv,0.008681551381656641
AATSC4dv,0.0011887427520757981
AATSC5dv,0.006541786064511005
AATSC6dv,0.0013351842851470116
AATSC7dv,0.0008763851861995468
AATSC8dv,0.0033678506353910236
AATSC0d,0.002863161559998005
AATSC1d,0.004355664440136255
AATSC5d,0.0024648946749852864
AATSC0s,0.0122510795873332
AATSC5s,0.0017245985627490894
AATSC6s,0.0014404445869943916
AATSC7s,0.0015089981649603157
AATSC8s,0.002070141275320594
AATSC0Z,0.0059462065572731685
AATSC1Z,0.0012011759197970864
AATSC2Z,0.006274330742828227
AATSC3Z,0.0067681127751368746
AATSC4Z,0.00897688493652656
AATSC5Z,0.0019984837067364113
AATSC6Z,0.0013568863066923068
AATSC7Z,0.003849115517615812
AATSC8Z,0.0019513416085327193
MATS1c,0.0074546445010013574
MATS2c,0.014280272678916982
MATS3c,0.007880965153545215
MATS4c,0.005044272673029982
MATS8c,0.0022877049154956808
MATS1dv,0.0035235670760989978
MATS1d,0.004411703786991724
MATS2d,0.0017014978767640272
MATS3d,0.0016843597608070797
MATS4d,0.009555167474299662
MATS6d,0.002425449218818768
MATS7d,0.00443701122012105
MATS8d,0.0019117067268634455
MATS1s,0.009025772622037654
MATS3s,0.0039041845209094026
MATS4s,0.0022756246249885093
GATS1c,0.006968104387274507
GATS2c,0.009066721349107573
GATS5c,0.0032578836312928444
GATS6c,0.009660813279276969
GATS7c,0.007160050982757502
GATS8c,0.0035971107419282417
GATS2dv,0.007526045997869289
GATS3dv,0.011735501598671413
GATS4dv,0.01311086420283387
GATS5dv,0.007961248139178609
GATS6dv,0.002100795137390492
GATS8dv,0.0023366695667924316
GATS1d,0.0040918644570946995
GATS3d,0.0020587537111471455
GATS4d,0.002180796524646893
GATS1s,0.01248789837188169
GATS2s,0.005969029898196126
BCUTdv-1h,0.010149638979319668
BCUTdv-1l,0.008529360516305852
BCUTd-1h,0.0025671590186343517
BCUTd-1l,0.008383923743914216
BCUTs-1h,0.007460538684988772
BCUTs-1l,0.015138950457047122
BCUTZ-1l,0.0003833845257448601
BCUTm-1l,0.0017422202391362285
BalabanJ,0.0026925516651613015
C1SP1,0.005786601821685658
C1SP2,0.008623249161795665
C1SP3,0.008136176670423396
C2SP3,0.004847245891813369
C3SP3,0.019021929317923635
C4SP3,0.005503884305561527
HybRatio,0.021281878350357563
Xch-4d,0.010217545007456414
Xch-5d,0.013571934199635335
Xch-6d,0.019316657277692502
Xch-7d,0.0031568940150029793
Xc-3d,0.0014630472939923885
Xc-5d,0.013579624861508087
Xpc-4dv,0.0022472838047127826
NdsCH,0.04347966555993336
NddC,0.0011601729851442825
NdssC,0.03021133924408346
NaasC,0.005718184493268462
NaaaC,0.003019450605736631
SssssC,0.006597307547372851
MAXsCH3,0.0014228092591196224
MAXssCH2,0.002735244305056267
MINsCH3,0.002153349491316014
MINssCH2,0.009778342546865807
ETA_shape_p,0.0078098853312647265
ETA_shape_y,0.014078930003474408
AETA_eta,0.008070528825224414
ETA_eta_B,0.0009185675429919406
IC1,0.01382896908845687
IC2,0.011023520389768088
IC3,0.00481352405455965
TIC1,0.005292699818334637
SIC1,0.0025308682386840464
SIC2,0.0018893444076008169
SIC3,0.000885865905250929
MIC0,0.001621471631581906
MIC2,0.01669230365287461
Kier1,0.006788098817571423
Kier3,0.00100910062252538
PEOE_VSA5,0.007618790595599494
PEOE_VSA7,0.01663568777310591
PEOE_VSA8,0.0014293125395866135
PEOE_VSA9,0.0006981804920297291
SMR_VSA4,0.004000756709444989
SMR_VSA9,0.003002134816618771
SlogP_VSA1,0.0006334022333186371
SlogP_VSA2,0.0015746976293286202
SlogP_VSA3,0.0035161974956811884
SlogP_VSA4,0.004570881753965701
