AtomicNum,Mass,TotalDegree,TotalValence,Hybridization,IsAromatic,IsInRing,FormalCharge,ImplicitValence,ExplicitValence
0.0004250390825720933,0.00042645754460370565,0.01163597968564042,0.0004354394052684912,0.01163098854984565,0.0056277154223693,0.004575228163972444,0.012676943628916918,0.013453432725313061,0.0006106863401486013
